Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
10.152.152.11-94.242.198.164-24007-3697-17,10.152.152.11,24007,94.242.198.164,3697,17,2015-07-27 14:49:45.577411,118589762,51,0,1428.0,0.0,28.0,28.0,28.0,0.0,0,0,0,0,12.041511644150193,0.4300539872910783,2371795.2399999998,2706890.5561134503,8615137.0,200512.0,1.18589762E8,2371795.2399999998,2706890.5561134503,8615137.0,200512.0,0,0,0,0,0,0,0,0,0,0,0,408,0,0.4300539872910783,0.0,28.0,28.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,28.0,28.0,0.0,112,4,79,0,0,0,1,28,0,0,0,0,50,8,6076243.875,499660.56969976774,6288591.0,4841281.0,7966341.625,1124024.8123514429,8615137.0,5203834.0,-1,-1,0,NeedManualLabel
85.26.42.231-10.152.152.11-27376-34123-6,85.26.42.231,27376,10.152.152.11,34123,6,2015-07-27 14:50:00.935232,90014082,38,36,487.0,339.0,31.0,0.0,12.81578947368421,12.500497856372903,31.0,0.0,9.416666666666668,12.252987973784773,9.176341986135014,0.8220935919781973,1233069.6164383562,4307980.40470091,2.9968018E7,17.0,9.0014082E7,2432813.027027027,5841400.701885257,2.9968018E7,370.0,9.0013018E7,2571800.5142857144,5983687.947388356,2.996847E7,145.0,21,17,0,0,0,0,760,720,0.4221561688536689,0.39993742312452846,0.0,31.0,11.16216216216216,12.414118152635321,154.11032950758982,0,0,0,38,74,0,0,0,0.9473684210526315,11.162162162162161,12.81578947368421,9.416666666666666,100,4,119,0,0,0,0,6,0,4,5284,5310,20,20,2735001.0,4139078.3199821794,9331999.0,370.0,1.46752246E7,9384623.605741005,2.9968018E7,6572037.0,-1,-1,90014082,NeedManualLabel
10.152.152.11-157.55.130.175-42905-33033-6,10.152.152.11,42905,157.55.130.175,33033,6,2015-07-27 14:49:54.554611,117654715,33,33,2911.0,485.0,1036.0,0.0,88.21212121212122,246.4165372869379,50.0,0.0,14.696969696969699,21.997847690860645,28.864121595126893,0.5609634938982259,1810072.5384615385,4376132.565801734,1.3598399E7,0.0,1.17654715E8,3676709.843750001,5696731.060204978,1.3598399E7,677.0,1.1765373E8,3676679.0625,5697480.771112032,1.3599482E7,303.0,13,20,0,0,0,0,660,660,0.28048174694911293,0.28048174694911293,0.0,1036.0,51.45454545454544,177.49255081384567,31503.605594405584,0,0,0,33,66,0,0,0,1.0,51.45454545454545,88.21212121212122,14.696969696969697,0,0,0,0,0,0,0,44,0,7,2640,2640,12,20,1221772.625,296884.7631917319,1721727.0,918245.0,1.3368544125E7,194861.99789993322,1.3598399E7,1.2973827E7,-1,-1,117654715,NeedManualLabel
10.152.152.11-66.110.140.130-57099-36762-6,10.152.152.11,57099,66.110.140.130,36762,6,2015-07-27 14:51:14.803898,110767595,18,20,459.0,151.0,109.0,0.0,25.500000000000004,25.116786043928283,83.0,0.0,7.550000000000002,20.392142449586082,5.5070257686826185,0.34306062165563855,2993718.783783784,1.1033388752117435E7,5.7956881E7,11.0,1.10766645E8,6515685.0,1.579653507216681E7,5.7957226E7,727.0,1.10766752E8,5829829.052631579,1.503419971753105E7,5.7957337E7,638.0,15,4,0,0,0,0,372,412,0.16250239973161826,0.1805582219240203,0.0,109.0,16.052631578947366,24.205145051035714,585.8890469416787,0,2,0,19,37,0,0,0,1.1111111111111112,16.05263157894737,25.5,7.55,0,0,0,0,0,0,0,12,0,3,14600,913,15,20,6745850.0,191415.2198807608,6881201.0,6610499.0,4.71307465E7,1.5310466237975266E7,5.7956881E7,3.6304612E7,-1,-1,110767595,NeedManualLabel
85.26.42.231-10.152.152.11-27376-34123-6,85.26.42.231,27376,10.152.152.11,34123,6,2015-07-27 14:52:01.176906,119992668,2268,2661,159836.0,202060.0,1460.0,0.0,70.47442680776018,129.66384470307258,801.0,0.0,75.93385945133427,43.2538596620342,3015.9842766393026,41.077509835850975,24349.161525974057,240898.54062605076,1.5006484E7,0.0,1.19992668E8,52930.15791795314,354439.1248231886,1.5006484E7,9.0,1.19989058E8,45108.66842105266,327670.28649600444,1.5048278E7,0.0,833,2350,0,0,0,0,45360,53220,18.90115486056198,22.17635497528899,0.0,1460.0,73.4217894096166,93.54956723574618,8751.521529995396,0,0,0,3183,4929,0,0,0,1.1732804232804233,73.42178940961655,70.47442680776014,75.93385945133409,1155,4,2043,537,6,3749,0,32,0,40,5284,5310,833,20,7723236.5,1.09206525880605E7,1.5445304E7,1169.0,1.02610865E7,6711005.503351379,1.5006484E7,5515689.0,-1,-1,240234342,NeedManualLabel
10.152.152.11-157.55.130.175-42905-33033-6,10.152.152.11,42905,157.55.130.175,33033,6,2015-07-27 14:52:08.832301,119599008,38,38,3719.0,1876.0,1082.0,0.0,97.86842105263156,281.91643107657467,872.0,0.0,49.36842105263158,168.76281469703736,46.78132447386186,0.6354567756949957,1594653.4400000002,6640602.64559226,4.7365653E7,8.0,1.19598482E8,3232391.405405406,9230724.583885685,4.7365653E7,249.0,1.19597672E8,3232369.5135135134,9236564.320866192,4.7405575E7,288.0,17,21,0,0,0,0,760,760,0.31772838784749785,0.31772838784749785,0.0,1082.0,73.61842105263159,232.06694247452324,53855.06578947369,0,0,0,38,76,0,0,0,1.0,73.61842105263158,97.86842105263158,49.36842105263158,0,0,0,177,4,228,0,48,0,24,2640,2640,16,20,2081712.6,1669018.2686921973,4781603.0,571428.0,2.1837903E7,1.6206413002041075E7,4.7365653E7,7728880.0,-1,-1,253876698,NeedManualLabel
10.152.152.11-157.55.130.175-24007-40027-17,10.152.152.11,24007,157.55.130.175,40027,17,2015-07-27 14:52:47.469766,100991331,3,0,54.0,0.0,18.0,18.0,18.0,0.0,0,0,0,0,0.5346993594925489,0.029705519971808272,5.04956655E7,2.616312414506365E7,6.8995788E7,3.1995543E7,1.00991331E8,5.04956655E7,2.616312414506365E7,6.8995788E7,3.1995543E7,0,0,0,0,0,0,0,0,0,0,0,24,0,0.029705519971808272,0.0,18.0,18.0,18.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,18.0,18.0,0.0,0,0,0,0,0,0,1,18,0,0,0,0,2,8,0,0,0,0,5.04956655E7,2.616312414506365E7,6.8995788E7,3.1995543E7,-1,-1,0,NeedManualLabel
85.26.42.231-10.152.152.11-27376-34123-6,85.26.42.231,27376,10.152.152.11,34123,6,2015-07-27 14:54:01.199687,119972468,3222,3486,171128.0,182793.0,659.0,0.0,53.11235257603981,87.0898491680736,110.0,0.0,52.43631669535286,20.955300944572,2950.0184992443433,55.91282826656529,17887.649917996136,15879.182018467,72863.0,0.0,1.19942782E8,37237.74666252711,22410.457849259576,103168.0,8.0,1.1997194E8,34425.2338593974,16455.012733330732,76001.0,1.0,1201,3080,0,0,0,0,64440,69720,26.85616169869907,29.05666656786622,0.0,659.0,52.761031604054885,62.215502402352826,3870.7687391771706,0,0,0,4281,6708,0,0,0,1.0819366852886405,52.76103160405486,53.112352576039726,52.43631669535284,744,4,350117,301,5,2068,0,25,0,27,0,5310,1201,0,0,0,0,0,0,0,0,0,-1,-1,360236923,NeedManualLabel
10.152.152.11-157.56.53.44-52665-12350-6,10.152.152.11,52665,157.56.53.44,12350,6,2015-07-27 14:50:54.035439,105214523,4,4,600.0,386.0,310.0,0.0,150.0,173.3974240485327,331.0,0.0,96.5,158.46871405212238,9.371329849587399,0.07603513062545557,1.5030646142857142E7,3.8740290088525824E7,1.02873594E8,21.0,1.05214523E8,3.507150766666667E7,5.8720836542469285E7,1.02873594E8,627822.0,1.05214157E8,3.507138566666667E7,5.872181194533085E7,1.02874595E8,626825.0,2,2,0,0,0,0,80,80,0.038017565312727784,0.038017565312727784,0.0,331.0,123.25,156.4158833732322,24465.928571428572,0,0,0,4,8,0,0,0,1.0,123.25,150.0,96.5,0,0,0,0,0,0,0,75,0,48,1239,1181,1,20,1713107.0,0.0,1713107.0,1713107.0,1.02873594E8,0.0,1.02873594E8,1.02873594E8,-1,-1,105214523,NeedManualLabel
10.152.152.11-157.55.130.175-42905-33033-6,10.152.152.11,42905,157.55.130.175,33033,6,2015-07-27 14:54:09.059494,119911986,38,38,2429.0,176.0,1024.0,0.0,63.92105263157893,230.06959952564148,15.0,0.0,4.63157894736842,5.744191202830903,21.724266996962257,0.6337981926177088,1598826.4799999997,4777183.244714582,2.0409761E7,5.0,1.19911971E8,3240864.0810810803,6437663.076921738,2.0409767E7,195.0,1.19911959E8,3240863.756756757,6437681.758141997,2.040977E7,235.0,15,23,0,0,0,0,760,760,0.3168990963088544,0.3168990963088544,0.0,1024.0,34.276315789473685,164.37741926710092,27019.93596491228,0,0,0,38,76,0,0,0,1.0,34.276315789473685,63.921052631578945,4.631578947368421,0,0,0,36,4,41,0,31,0,2,0,2640,15,0,641680.7142857143,625959.9656801048,1448484.0,15.0,1.5841781000000002E7,4337450.932064977,2.0409761E7,9539061.0,-1,-1,374416869,NeedManualLabel
