,precision,recall,f1-score,support
0,0.13043478260869565,0.022388059701492536,0.03821656050955414,268.0
1,0.3870967741935484,0.0975609756097561,0.15584415584415587,123.0
2,0.5384615384615384,0.026515151515151516,0.05054151624548737,264.0
3,0.8333333333333334,0.5660377358490566,0.6741573033707865,53.0
4,0.20225281602002504,0.5893508388037928,0.30115542303391724,1371.0
5,0.8979591836734694,0.16296296296296298,0.27586206896551724,270.0
6,0.0,0.0,0.0,119.0
7,0.0,0.0,0.0,118.0
8,0.0,0.0,0.0,133.0
9,0.16666666666666666,0.009036144578313253,0.017142857142857144,332.0
10,0.0,0.0,0.0,62.0
11,0.23573573573573572,0.28476420798065294,0.2579408543263965,1654.0
12,0.13333333333333333,0.030303030303030304,0.04938271604938271,66.0
13,0.0,0.0,0.0,109.0
14,0.5,0.007575757575757576,0.01492537313432836,132.0
15,1.0,0.016260162601626018,0.032,123.0
16,0.0,0.0,0.0,207.0
17,0.25,0.03825717321997875,0.0663594470046083,941.0
18,0.5953783416402356,0.9144050104384134,0.721185510428101,1437.0
19,0.0,0.0,0.0,18.0
20,0.0,0.0,0.0,162.0
21,0.0,0.0,0.0,53.0
22,0.0,0.0,0.0,146.0
23,0.8636363636363636,0.0673758865248227,0.125,282.0
24,0.0,0.0,0.0,146.0
25,0.0,0.0,0.0,154.0
26,0.5,0.02564102564102564,0.048780487804878044,39.0
27,0.42857142857142855,0.010273972602739725,0.020066889632107024,292.0
28,0.0,0.0,0.0,130.0
29,0.0,0.0,0.0,133.0
30,0.0,0.0,0.0,119.0
31,0.0,0.0,0.0,71.0
32,0.3285173718610251,0.6266404199475065,0.43105393816294285,1524.0
33,0.0,0.0,0.0,122.0
34,0.0,0.0,0.0,64.0
35,0.4583333333333333,0.05301204819277108,0.09503239740820733,415.0
36,0.3333333333333333,0.020642201834862386,0.0388768898488121,436.0
37,0.0,0.0,0.0,48.0
38,0.9830037232242155,0.9960802567431833,0.9894987892578576,40819.0
accuracy,0.8385232744783306,0.8385232744783306,0.8385232744783306,0.8385232744783306
macro avg,0.2504114887083662,0.11705341083658709,0.11289803020948455,52955.0
weighted avg,0.8284788193122168,0.8385232744783306,0.8167842103442944,52955.0
Total_training_time(s),648.5817666280782,,,
Input_size,22,,,
