Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Total TCP Flow Time,Label
131.202.240.242-131.202.240.87-0-0-0,131.202.240.242,0,131.202.240.87,0,0,2015-05-01 14:37:14.642457,119999795,26805,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,223.37538159961022,4476.936091628107,33734.092534022144,1892402.0,1.0,1.19999795E8,4476.936091628107,33734.092534022144,1892402.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.37538159961022,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NeedManualLabel
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,2015-05-01 14:37:14.574524,104889871,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.07627047229374512,1.4984267285714285E7,1.3167292971187685E7,2.97847E7,23.0,1.04889871E8,1.4984267285714285E7,1.3167292971187685E7,2.97847E7,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07627047229374512,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2250154.5,3181612.1127064656,4499894.0,415.0,2.50973905E7,4905724.613796722,2.97847E7,1.8215371E7,0,NeedManualLabel
131.202.240.242-131.202.240.45-64918-161-17,131.202.240.242,64918,131.202.240.45,161,17,2015-05-01 14:37:28.000418,90033060,16,16,1248.0,1488.0,78.0,78.0,78.0,0.0,93.0,93.0,93.0,0.0,30.388837167147265,0.3554249961069856,2904292.2580645164,9005700.858389301,2.9970364E7,28.0,9.0001552E7,6000103.466666667,1.2421308524368832E7,3.00006E7,28.0,9.0024456E7,6001630.399999999,1.2409059215286154E7,2.9978938E7,6893.0,0,0,0,0,0,0,128,128,0.1777124980534928,0.1777124980534928,78.0,93.0,85.5,7.620007620011428,58.064516129032235,0,0,0,0,0,0,0,0,1.0,85.5,78.0,93.0,312,4,2511066,372,4,16565,0,39,0,46,0,0,15,8,30701.0,369.88106196451855,31105.0,30379.0,2.9969767E7,685.7528709382119,2.9970364E7,2.9969018E7,0,NeedManualLabel
131.202.240.87-131.202.240.242-4497-21-6,131.202.240.87,4497,131.202.240.242,21,6,2015-05-01 14:37:25.372883,115470020,34,39,1309.0,3344.0,230.0,0.0,38.5,46.55413922292924,790.0,0.0,85.74358974358972,125.34661793953553,40.29617384668332,0.6321987300253347,1603750.2777777775,8290643.402827933,6.126059E7,75.0,1.1547002E8,3499091.515151515,1.207576198842228E7,6.1267682E7,627.0,1.1541943E8,3037353.421052633,1.1301666034026064E7,6.1311444E7,437.0,24,30,0,0,0,0,692,792,0.29444872357344354,0.3377500064518911,0.0,790.0,63.73972602739729,99.24087243185143,9848.750761035008,0,2,0,54,72,0,0,0,1.1470588235294117,63.73972602739726,38.5,85.74358974358974,0,0,0,0,0,0,0,17,0,45,8192,251,24,20,671591.75,538234.9859348146,1472812.0,325876.0,2.8148461E7,2.5133645601764314E7,6.126059E7,7997554.0,115470020,NeedManualLabel
131.202.240.242-77.72.169.133-10038-11113-17,131.202.240.242,10038,77.72.169.133,11113,17,2015-05-01 14:37:32.310523,100145390,6,6,378.0,255.0,108.0,18.0,63.0,49.29503017546495,67.0,18.0,42.5,26.83840531775314,6.320810174087893,0.11982578529076575,9104126.363636363,2.0151879025352053E7,4.986591E7,31.0,1.0014539E8,2.0029078E7,2.7234624704338916E7,4.986591E7,135531.0,9.9998327E7,1.99996654E7,2.7385179112794403E7,5.0001451E7,31.0,0,0,0,0,0,0,48,48,0.059912892645382874,0.059912892645382874,18.0,108.0,52.75,39.32643108417267,1546.5681818181822,0,0,0,0,0,0,0,0,1.0,52.75,63.0,42.5,0,0,0,0,0,0,0,31,0,21,0,0,5,8,141749.0,8793.579930835906,147967.0,135531.0,4.9863114E7,3954.141120395174,4.986591E7,4.9860318E7,0,NeedManualLabel
131.202.240.242-131.202.240.87-0-0-0,131.202.240.242,0,131.202.240.87,0,0,2015-05-01 14:39:14.642760,119637459,15749,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,131.63937224711535,7596.9938404876575,40472.233148993044,853180.0,3.0,1.19637459E8,7596.9938404876575,40472.233148993044,853180.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.63937224711535,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NeedManualLabel
131.202.240.242-131.202.243.255-137-137-17,131.202.240.242,137,131.202.243.255,137,17,2015-05-01 14:37:52.962813,74767685,19,0,950.0,0.0,50.0,50.0,50.0,0.0,0,0,0,0,12.706023999539374,0.25412047999078746,4153760.277777779,1.4061037259961292E7,6.0487127E7,749321.0,7.4767685E7,4153760.277777779,1.4061037259961292E7,6.0487127E7,749321.0,0,0,0,0,0,0,0,0,0,0,0,152,0,0.25412047999078746,0.0,50.0,50.0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,50.0,50.0,0.0,375,7,76,0,0,0,1,50,0,0,0,0,18,8,1506449.0,0.0,1506449.0,1506449.0,6.0487127E7,0.0,6.0487127E7,6.0487127E7,0,NeedManualLabel
131.202.240.242-131.202.240.45-64918-161-17,131.202.240.242,64918,131.202.240.45,161,17,2015-05-01 14:39:28.002385,119986990,29,39,2530.0,4200.0,117.0,42.0,87.24137931034481,25.193047754736103,179.0,53.0,107.69230769230768,33.090906563072465,56.0894143606736,0.5667281094391984,1790850.5970149257,6914456.970665816,2.9980554E7,29.0,1.1998699E8,4285249.642857145,1.3142578419917691E7,6.0013788E7,29.0,1.19021691E8,3132149.7631578953,9001032.271591812,2.9989493E7,2518.0,0,0,0,0,0,0,232,312,0.24169287020201105,0.3250352392371873,42.0,179.0,98.9705882352941,31.466148874972752,990.118525021949,0,0,0,0,0,0,0,0,1.3448275862068966,98.97058823529412,87.24137931034483,107.6923076923077,312,4,2437500,422,4,17679,0,37,0,61,0,0,28,8,28256.25,4553.23038255991,31329.0,21534.0,2.89574585E7,2038672.5285038622,2.9980554E7,2.589946E7,0,NeedManualLabel
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,2015-05-01 14:39:17.290298,100000983,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.059999410205797674,2.00001966E7,2.469995372179237E7,6.0000716E7,1574.0,1.00000983E8,2.00001966E7,2.469995372179237E7,6.0000716E7,1574.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059999410205797674,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4205.0,0.0,4205.0,4205.0,3.3331734666666668E7,2.3530581673657056E7,6.0000716E7,1.5495872E7,0,NeedManualLabel
131.202.240.87-131.202.240.242-4510-50613-6,131.202.240.87,4510,131.202.240.242,50613,6,2015-05-01 14:39:33.710696,119844248,120837,43,473.0,198659.0,422.0,0.0,0.00391436397792058,1.2209860560777597,32768.0,0.0,4619.976744186047,11469.193483681096,1661.5899663369744,1008.6424840347782,991.4397703488613,16557.660889996183,1285935.0,2.0,1.19844248E8,991.7925783706837,16567.246579164443,1285935.0,2.0,1.19750416E8,2851200.3809523806,3875640.006096478,1.4832562E7,967.0,3,40,0,0,0,0,2416752,872,1008.2836850042232,0.35879903055505846,0.0,32768.0,1.6473527465254874,230.86044067064572,53296.543066644736,0,2,0,43,120879,0,0,0,3.558512707200609E-4,1.6473527465254798,0.00391436397792067,4619.976744186047,0,0,0,290,5,596,0,0,0,1,65535,256,3,20,0,0,0,0,0,0,0,0,119844248,NeedManualLabel
