Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Total TCP Flow Time,Label
10.0.2.15-195.154.107.23-54453-443-6,10.0.2.15,54453,195.154.107.23,443,6,2016-02-24 16:17:42.793946,119814478,622,1460,74362.0,1740568.0,1057.0,0.0,119.55305466237935,227.1140078088292,1420.0,0.0,1192.1698630136987,423.32173486489995,15147.835472771496,17.376864922785042,57575.43392599709,671260.1830564418,1.5059017E7,0.0,1.19814258E8,192937.61352657,1218937.1182524355,1.5059136E7,22.0,1.19814329E8,82120.85606579858,801047.8383857723,1.5059178E7,3.0,136,612,0,0,0,0,12440,29200,5.1913592612739174,12.185505661511124,0.0,1420.0,871.7243035542753,618.2047887717129,382177.1608602782,0,0,0,748,2082,0,0,0,2.347266881028939,871.7243035542747,119.55305466237942,1192.1698630136987,0,0,0,20122,15,231947,0,35,0,836,65535,65535,135,20,3472210.8571428573,3725803.5079966052,9422396.0,119.0,1.1013537857142856E7,2727377.042430659,1.5059017E7,7082520.0,119814478,normal
10.0.2.15-195.154.107.23-54453-443-6,10.0.2.15,54453,195.154.107.23,443,6,2016-02-24 16:19:43.206178,119971744,562,1695,80559.0,2046993.0,1460.0,0.0,143.3434163701069,263.39272346585506,1420.0,0.0,1207.6654867256625,414.64725434019397,17733.77571305457,18.812763111954094,53178.96453900712,678800.8224512674,1.5076725E7,-3.0,1.19971465E8,213852.87878787867,1349640.0154006183,1.5077385E7,21.0,1.19971664E8,70821.52538370714,783018.6748344064,1.5077091E7,3.0,137,572,0,0,0,0,11240,33900,4.684436361948693,14.128326750005401,0.0,1460.0,942.6459902525473,598.563296949355,358278.0204548818,0,0,0,709,2257,0,0,0,3.0160142348754446,942.6459902525477,143.34341637010675,1207.6654867256636,0,0,0,24841,18,274420,0,35,0,906,0,65535,138,0,1953104.7142857143,1715846.6868394462,4017475.0,178.0,1.1675395E7,2585507.322008455,1.5076725E7,9103888.0,240383976,normal
10.0.2.15-195.154.107.23-54453-443-6,10.0.2.15,54453,195.154.107.23,443,6,2016-02-24 16:21:43.228289,99315529,411,1132,58267.0,1360828.0,1460.0,0.0,141.76885644768868,270.3891010276538,1420.0,0.0,1202.144876325086,410.8650384104839,14288.752366208511,15.536341753765416,64406.95784695209,753088.9111392203,1.5713583E7,1.0,9.9314035E7,242229.35365853657,1447136.5438943335,1.5713996E7,25.0,9.9315529E7,87812.13881520786,878774.6245427945,1.5713583E7,3.0,95,448,0,0,0,0,8220,22640,4.138325638883724,11.398016114881692,0.0,1460.0,919.698639014907,602.5951888721344,363120.9616518433,0,0,0,543,1543,0,0,0,2.7542579075425793,919.698639014906,141.76885644768856,1202.1448763250883,0,0,0,22352,16,347689,0,37,0,881,0,65535,97,0,5526236.333333334,5730508.721286293,1.6185501E7,658188.0,1.1026255833333334E7,4446652.793214213,1.5713583E7,5033558.0,339749872,normal
37.97.149.8-10.0.2.15-443-59708-6,37.97.149.8,443,10.0.2.15,59708,6,2016-02-24 16:19:46.377359,131877,2,2,543.0,543.0,543.0,0.0,271.5,383.9589821842953,543.0,0.0,271.5,383.9589821842953,8234.94619986806,30.33129355384184,43959.0,75720.28871445222,131393.0,58.0,131877.0,131877.0,0.0,131877.0,131877.0,131393.0,131393.0,0.0,131393.0,131393.0,1,1,0,0,0,0,40,40,15.16564677692092,15.16564677692092,0.0,543.0,271.5,313.5011961699668,98283.0,0,0,0,2,4,0,0,0,1.0,271.5,271.5,271.5,0,0,0,0,0,0,0,135,0,135,65535,34752,0,20,0,0,0,0,0,0,0,0,131877,normal
10.0.2.15-195.154.107.23-54453-443-6,10.0.2.15,54453,195.154.107.23,443,6,2016-02-24 16:23:43.863284,119998730,997,2220,105305.0,2681659.0,1460.0,0.0,105.6218655967905,238.99159057336962,1420.0,0.0,1207.9545045045043,399.279972954559,23224.94579734302,26.808617057863863,37313.037935323344,477757.7864699734,1.0008296E7,-24.0,1.19994264E8,120476.16867469896,853066.9811797901,1.0008296E7,42.0,1.19998583E8,54077.775123929685,575234.3520191499,1.000926E7,3.0,175,1026,0,0,0,0,19940,44400,8.308421264125046,18.50019579373882,0.0,1460.0,866.3239042586256,622.6154802304255,387650.03622256336,0,0,0,1201,3217,0,0,0,2.2266800401203612,866.323904258626,105.62186559679037,1207.9545045045045,0,0,0,22129,16,367053,0,32,0,833,65535,65535,176,20,5768912.375,6741447.514726873,1.7444456E7,141.0,8953671.625,1133714.250414216,1.0008296E7,7480241.0,481068068,normal
10.0.2.15-195.154.107.23-54453-443-6,10.0.2.15,54453,195.154.107.23,443,6,2016-02-24 16:25:43.873390,119594327,830,2079,106826.0,2491082.0,1460.0,0.0,128.70602409638556,238.55751234171532,1420.0,0.0,1198.2116402116394,424.4558305724889,21722.669169750836,24.32389623297098,41125.97214580461,471004.44584207993,1.1675518E7,-1.0,1.19593696E8,144262.6007237637,874268.8681356219,1.1675518E7,21.0,1.19594327E8,57552.611645813355,556795.1985647508,1.1675796E7,3.0,192,787,0,0,0,0,16600,41580,6.9401285229858765,17.383767709985104,0.0,1460.0,893.0587830869708,615.0520188432147,378288.98588311416,0,0,0,979,2909,0,0,0,2.504819277108434,893.0587830869715,128.70602409638553,1198.2116402116403,2657,4,12201,21056,15,306001,0,36,0,856,0,65535,193,0,7972969.000000001,1.0140395160359895E7,2.4681818E7,143.0,8608221.714285715,2114151.6355923726,1.1675518E7,5272020.0,600673771,normal
37.97.149.8-10.0.2.15-443-59708-6,37.97.149.8,443,10.0.2.15,59708,6,2016-02-24 16:24:46.378479,4130751,3,3,543.0,1086.0,543.0,0.0,181.0,313.5011961699668,543.0,0.0,362.0,313.5011961699668,394.3592823677825,1.4525203770452395,826150.2,1775624.5502354095,4000908.0,53.0,4130751.0,2065375.5,2737703.2033996126,4001224.0,129527.0,4130382.0,2065191.0,2737722.2952827048,4001053.0,129329.0,1,2,0,0,0,0,60,60,0.7262601885226198,0.7262601885226198,0.0,543.0,271.5,297.4133487253052,88454.7,0,0,0,3,6,0,0,0,1.0,271.5,181.0,362.0,0,0,0,0,0,0,0,90,0,181,65535,35838,0,20,0,0,0,0,0,0,0,0,304131871,normal
10.0.2.15-195.154.107.23-54453-443-6,10.0.2.15,54453,195.154.107.23,443,6,2016-02-24 16:27:46.850764,107948684,653,1766,77077.0,2129205.0,1057.0,0.0,118.03522205206744,225.9889927211586,1420.0,0.0,1205.6653454133636,404.5498958774678,20438.24823283626,22.408795645901527,44643.78990901567,600694.191409306,1.8249684E7,-54.0,1.07948684E8,165565.46625766894,1148938.4075003462,1.8249684E7,33.0,1.07948369E8,61160.549008498696,702991.1288308018,1.8249968E7,3.0,141,710,0,0,0,0,13060,35320,6.049170548480239,16.35962509742129,0.0,1420.0,912.063662670526,605.3579832811567,366458.28792222927,0,0,0,851,2419,0,0,0,2.7044410413476263,912.063662670525,118.03522205206738,1205.6653454133636,0,0,0,20962,15,264243,0,31,0,880,65535,65535,140,20,8138689.8,1.3987845111699896E7,3.2549067E7,58.0,1.18595308E7,4128504.027264743,1.8249684E7,8506031.0,712005502,normal
10.0.2.15-195.154.107.23-54453-443-6,10.0.2.15,54453,195.154.107.23,443,6,2016-02-24 16:29:52.442534,119957893,752,2136,94764.0,2601614.0,1057.0,0.0,126.01595744680853,243.16148352193747,1420.0,0.0,1217.9840823970017,397.91585818043984,22477.70390565296,24.075114423691986,41551.05403533083,631949.2141231052,1.8254379E7,0.0,1.19957893E8,159730.88282290281,1232141.9412734406,1.8254379E7,18.0,1.19917637E8,56167.51147540983,735330.6754742851,1.8255E7,1.0,166,772,0,0,0,0,15040,42720,6.2688663596317085,17.806248064060277,0.0,1420.0,933.6488919667586,601.8244406982004,362192.65742170176,0,0,0,938,2888,0,0,0,2.8404255319148937,933.648891966759,126.01595744680851,1217.9840823970037,0,0,0,21242,16,430440,0,32,0,900,65535,65535,165,20,1.0483805E7,1.261134136240971E7,3.2384799E7,381.0,1.33368668E7,6234054.349843062,1.8254379E7,5322563.0,849606481,normal
10.0.2.15-195.154.107.23-54453-443-6,10.0.2.15,54453,195.154.107.23,443,6,2016-02-24 16:31:52.466197,108522415,784,2347,100845.0,2874214.0,1057.0,0.0,128.6288265306122,264.61474197626006,1420.0,0.0,1224.6331487004666,388.0996156327885,27414.23511446921,28.85118249533979,34671.698083067,423307.62769943697,1.0008532E7,-1.0,1.08522315E8,138598.10344827586,838341.350115707,1.0008969E7,18.0,1.0852226E8,46258.422847399845,488923.63142046373,1.0010286E7,0.0,163,842,0,0,0,0,15680,46940,7.2243139815862,21.62686851375359,0.0,1420.0,950.1945065474277,596.6168213218509,355951.6314841894,0,0,0,1005,3131,0,0,0,2.993622448979592,950.1945065474289,128.62882653061226,1224.6331487004686,2172,4,704051,24514,18,310865,0,32,0,917,0,65535,163,0,1641351.6666666667,1644776.794528516,5053945.0,379.0,7367622.222222222,1833518.210661731,1.0008532E7,5281975.0,958194666,normal
