,precision,recall,f1-score,support
0,0.5342465753424658,0.40484429065743943,0.46062992125984253,289.0
1,0.5,0.28,0.358974358974359,125.0
2,0.370253164556962,0.41935483870967744,0.39327731092436974,279.0
3,0.6909090909090909,0.6666666666666666,0.6785714285714286,57.0
4,0.26765405977254697,0.7228571428571429,0.39065817409766457,1400.0
5,0.4906832298136646,0.5563380281690141,0.5214521452145214,284.0
6,0.3076923076923077,0.03278688524590164,0.05925925925925927,122.0
7,0.4,0.015037593984962405,0.028985507246376812,133.0
8,0.23529411764705882,0.032,0.05633802816901409,125.0
9,0.19101123595505617,0.05198776758409786,0.08173076923076923,327.0
10,0.2,0.07142857142857142,0.10526315789473682,70.0
11,0.34270578647106764,0.4938344098649442,0.4046187154197739,1703.0
12,0.34375,0.15714285714285714,0.21568627450980393,70.0
13,0.26666666666666666,0.035398230088495575,0.0625,113.0
14,0.16666666666666666,0.0364963503649635,0.059880239520958084,137.0
15,0.574468085106383,0.20300751879699247,0.30000000000000004,133.0
16,0.2830188679245283,0.07575757575757576,0.11952191235059761,198.0
17,0.3551587301587302,0.18415637860082304,0.2425474254742547,972.0
18,0.8185208203853325,0.8892640108035111,0.8524271844660193,1481.0
19,0.0,0.0,0.0,26.0
20,0.30434782608695654,0.08695652173913043,0.13526570048309178,161.0
21,0.2608695652173913,0.1016949152542373,0.14634146341463417,59.0
22,0.11764705882352941,0.013986013986013986,0.024999999999999998,143.0
23,0.5760869565217391,0.18928571428571428,0.28494623655913975,280.0
24,0.34615384615384615,0.05806451612903226,0.0994475138121547,155.0
25,0.34782608695652173,0.052980132450331126,0.09195402298850575,151.0
26,0.1,0.058823529411764705,0.07407407407407408,34.0
27,0.5625,0.06896551724137931,0.12286689419795221,261.0
28,0.027777777777777776,0.006993006993006993,0.0111731843575419,143.0
29,0.29508196721311475,0.1487603305785124,0.1978021978021978,121.0
30,0.2692307692307692,0.06086956521739131,0.09929078014184398,115.0
31,0.35294117647058826,0.07894736842105263,0.12903225806451613,76.0
32,0.5467700258397933,0.6049170954831332,0.5743756786102063,1749.0
33,0.5675675675675675,0.1693548387096774,0.2608695652173913,124.0
34,0.26229508196721313,0.24242424242424243,0.2519685039370078,66.0
35,0.3767123287671233,0.2619047619047619,0.30898876404494385,420.0
36,0.30935251798561153,0.09885057471264368,0.14982578397212543,435.0
37,0.38095238095238093,0.18181818181818182,0.24615384615384614,44.0
38,0.9995003801455414,0.999739266469668,0.9996198090355097,46024.0
accuracy,0.8756932002388874,0.8756932002388874,0.8756932002388874,0.8756932002388874
macro avg,0.36775160817297414,0.22599218487060282,0.24618764331924184,58605.0
weighted avg,0.8765756862654049,0.8756932002388874,0.867589554384584,58605.0
Total_training_time(s),276.4262660036329,,,
Input_size,30,,,
