,precision,recall,f1-score,support
0,0.6206896551724138,0.5274725274725275,0.5702970297029702,273.0
1,0.5375,0.36134453781512604,0.4321608040201005,119.0
2,0.5534883720930233,0.49173553719008267,0.5207877461706784,242.0
3,0.6268656716417911,0.7241379310344828,0.672,58.0
4,0.40463009562154,0.5868613138686132,0.47899910634495085,1370.0
5,0.616822429906542,0.678082191780822,0.6460032626427405,292.0
6,0.3614457831325301,0.22556390977443608,0.2777777777777778,133.0
7,0.2857142857142857,0.26,0.27225130890052357,100.0
8,0.47761194029850745,0.25396825396825395,0.33160621761658027,126.0
9,0.3333333333333333,0.22608695652173913,0.2694300518134715,345.0
10,0.2631578947368421,0.21428571428571427,0.2362204724409449,70.0
11,0.5476053087132141,0.5612063867534004,0.5543224299065421,1691.0
12,0.3103448275862069,0.24,0.2706766917293233,75.0
13,0.3829787234042553,0.2647058823529412,0.31304347826086953,136.0
14,0.3389830508474576,0.25806451612903225,0.29304029304029305,155.0
15,0.45714285714285713,0.34532374100719426,0.39344262295081966,139.0
16,0.3356164383561644,0.22685185185185186,0.2707182320441989,216.0
17,0.40597758405977585,0.35243243243243244,0.3773148148148148,925.0
18,0.9288334556126192,0.9075268817204301,0.9180565627266134,1395.0
19,0.047619047619047616,0.04,0.043478260869565216,25.0
20,0.23563218390804597,0.2971014492753623,0.26282051282051283,138.0
21,0.3783783783783784,0.2978723404255319,0.3333333333333333,47.0
22,0.35714285714285715,0.18382352941176472,0.24271844660194172,136.0
23,0.5707964601769911,0.47601476014760147,0.5191146881287726,271.0
24,0.3779527559055118,0.3037974683544304,0.33684210526315783,158.0
25,0.3392857142857143,0.25165562913907286,0.2889733840304182,151.0
26,0.05555555555555555,0.030303030303030304,0.0392156862745098,33.0
27,0.4090909090909091,0.26666666666666666,0.32286995515695066,270.0
28,0.2204724409448819,0.21374045801526717,0.2170542635658915,131.0
29,0.2545454545454545,0.23529411764705882,0.2445414847161572,119.0
30,0.27631578947368424,0.3230769230769231,0.29787234042553196,130.0
31,0.35714285714285715,0.3225806451612903,0.3389830508474576,62.0
32,0.5271356783919598,0.691952506596306,0.5984027381631489,1516.0
33,0.28378378378378377,0.17796610169491525,0.21875,118.0
34,0.2719298245614035,0.47692307692307695,0.3463687150837989,65.0
35,0.5771812080536913,0.40093240093240096,0.4731774415405778,429.0
36,0.34831460674157305,0.27802690582959644,0.3092269326683292,446.0
37,0.3392857142857143,0.4523809523809524,0.3877551020408163,42.0
38,0.9996754511229391,0.9996105666255598,0.9996430078213742,15407.0
accuracy,0.7827175727662046,0.7827175727662046,0.7827175727662046,0.7827175727662046
macro avg,0.41066611226882854,0.3698812844760484,0.3825459064681143,27554.0
weighted avg,0.7815320703507139,0.7827175727662046,0.7789962519725487,27554.0
Total_training_time(s),170.87221586419037,,,
Input_size,34,,,
