Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Total TCP Flow Time,Label
10.0.2.15-195.154.107.23-48847-443-6,10.0.2.15,48847,195.154.107.23,443,6,2016-02-24 17:07:08.736877,119941721,865,1288,218968.0,1235865.0,1460.0,0.0,253.14219653179214,407.51594139153036,1420.0,0.0,959.52251552795,566.4207798811387,12129.499125662871,17.950384420446994,55735.00046468407,514121.72015450225,1.2647625E7,0.0,1.19941721E8,138821.43634259264,805110.4835998679,1.2647625E7,23.0,1.19941563E8,93194.68764568765,662640.9217769477,1.2647787E7,3.0,266,679,0,0,0,0,17300,25760,7.211835821498676,10.738548598948318,0.0,1460.0,675.7236414305614,615.2494184618049,378531.8469175892,0,0,0,945,2153,0,0,0,1.4890173410404623,675.723641430562,253.1421965317919,959.5225155279503,4649,5,30640,14921,11,110204,0,101,0,574,65535,65535,301,20,7560946.571428571,1.0640111339883508E7,2.8548389E7,328220.0,8470156.142857142,2089801.0844630986,1.2647625E7,5993920.0,119941721,normal
10.0.2.15-195.154.107.23-48847-443-6,10.0.2.15,48847,195.154.107.23,443,6,2016-02-24 17:09:08.773753,112260120,1499,2523,178789.0,2931525.0,1460.0,0.0,119.27218145430278,275.53906498914296,1420.0,0.0,1161.9203329369807,437.43524228424457,27706.312802801207,35.8275049055711,27918.458095001235,420031.1777922667,1.2517581E7,2.0,1.12258908E8,74939.19092122834,685918.3674601553,1.2517581E7,18.0,1.12260069E8,44512.31919111816,530215.4572582153,1.2517781E7,3.0,263,1548,0,0,0,0,29980,50460,13.35291642303607,22.474588482535026,0.0,1460.0,773.3252113376436,634.4486366327344,402525.0725251355,0,0,0,1811,4022,0,0,0,1.6831220813875918,773.3252113376429,119.27218145430287,1161.9203329369798,3506,4,213723,16977,13,157328,0,44,0,728,0,65535,271,0,3918208.777777778,7916685.465773141,2.4688501E7,482983.0,8468310.111111112,2555829.0739530805,1.2517581E7,5508969.0,232296996,normal
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,2016-02-24 17:07:13.751619,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,NaN,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
37.97.149.8-10.0.2.15-443-37132-6,37.97.149.8,443,10.0.2.15,37132,6,2016-02-24 17:09:40.861215,99970331,37,26,15399.0,8688.0,1420.0,0.0,416.1891891891892,441.28951430487837,543.0,0.0,334.1538461538461,269.40344352776077,240.94148492916364,0.6301869701721804,1612424.6935483865,1.1535975153579252E7,9.0941753E7,6.0,9.9930433E7,2775845.361111111,1.512013826558082E7,9.0941878E7,6.0,9.9970258E7,3998810.3199999994,1.811921467208184E7,9.0941896E7,49.0,19,16,0,0,0,0,740,520,0.3701098078788996,0.2600771622932808,0.0,1420.0,382.3333333333335,379.4675811730039,143995.6451612903,0,0,0,35,63,0,0,0,0.7027027027027027,382.3333333333333,416.18918918918916,334.15384615384613,4170,4,24424,0,0,0,0,244,0,137,65535,41180,20,20,636622.0,0.0,636622.0,636622.0,9.0941753E7,0.0,9.0941753E7,9.0941753E7,99970331,normal
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,2016-02-24 17:12:04.252514,30992386,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.06453197891895125,3.0992386E7,0.0,3.0992386E7,3.0992386E7,3.0992386E7,3.0992386E7,0.0,3.0992386E7,3.0992386E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06453197891895125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0992386E7,0.0,3.0992386E7,3.0992386E7,0,normal
10.0.2.15-195.154.107.23-48847-443-6,10.0.2.15,48847,195.154.107.23,443,6,2016-02-24 17:11:14.253182,76458391,115,154,42781.0,53148.0,1057.0,0.0,372.00869565217386,288.49839598362735,1420.0,0.0,345.1168831168832,384.07319815780266,1254.6562744172838,3.518253477240974,285292.5037313433,2150322.459729134,3.0508712E7,11.0,7.6458391E7,670687.6403508773,3266184.1375206,3.0508712E7,157.0,7.6458195E7,499726.7647058824,2831488.473450327,3.0508923E7,46.0,75,78,0,0,0,0,2300,3080,1.504086059043539,2.014167418197435,0.0,1420.0,356.61338289962845,346.11571587469655,119796.08877545365,0,0,0,153,269,0,0,0,1.3391304347826087,356.6133828996283,372.0086956521739,345.1168831168831,0,0,0,4713,4,36738,0,159,0,197,65535,65535,74,20,1.39826155E7,1.9101179424889043E7,2.7489189E7,476042.0,2.40068835E7,9194974.044923916,3.0508712E7,1.7505055E7,321974696,normal
37.97.149.8-10.0.2.15-443-37132-6,37.97.149.8,443,10.0.2.15,37132,6,2016-02-24 17:16:19.357849,360136,2,2,543.0,543.0,543.0,0.0,271.5,383.9589821842953,543.0,0.0,271.5,383.9589821842953,3015.527467401204,11.106915165381967,120045.33333333334,207740.1595174446,359923.0,55.0,359923.0,359923.0,0.0,359923.0,359923.0,360136.0,360136.0,0.0,360136.0,360136.0,1,1,0,0,0,0,40,40,5.553457582690983,5.553457582690983,0.0,543.0,271.5,313.5011961699668,98283.0,0,0,0,2,4,0,0,0,1.0,271.5,271.5,271.5,0,0,0,0,0,0,0,135,0,135,0,41811,1,0,0,0,0,0,0,0,0,0,398856770,normal
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,2016-02-24 17:16:24.361551,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,NaN,Infinity,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,normal
10.0.2.15-195.154.107.23-48847-443-6,10.0.2.15,48847,195.154.107.23,443,6,2016-02-24 17:17:08.336944,66920835,694,1058,114354.0,1113342.0,1460.0,0.0,164.77521613832843,311.80819976342485,1420.0,0.0,1052.3081285444237,525.3811983197215,18345.49733278134,26.180187381104854,38218.63792118793,319517.95666299615,7960783.0,-83.0,6.6920835E7,96566.86147186143,502999.6714877269,7960783.0,18.0,6.6920601E7,63311.826868495795,410590.05901682086,7998469.0,3.0,167,540,0,0,0,0,13880,21160,10.370462353017562,15.809725028087293,0.0,1460.0,700.7397260273976,627.4063948536823,393638.78430329467,0,0,0,707,1752,0,0,0,1.5244956772334295,700.7397260273973,164.77521613832852,1052.3081285444234,3935,5,47194,16210,12,107704,0,65,0,635,65535,65535,174,20,2759373.0,2440239.6440103995,4484883.0,1033863.0,7088039.0,1234246.4012797445,7960783.0,6215295.0,666520902,normal
10.0.2.15-195.154.107.23-48847-443-6,10.0.2.15,48847,195.154.107.23,443,6,2016-02-24 17:21:29.268859,61126028,50,67,23341.0,41845.0,1460.0,0.0,466.81999999999994,475.3898374502976,1420.0,0.0,624.55223880597,597.2698563636619,1066.4196927698297,1.9140782384878665,526948.5172413791,2693438.8456172897,2.1316969E7,6.0,6.1126028E7,1247469.9591836738,4057670.489081261,2.1317145E7,34.0,6.1087205E7,925563.7121212123,3530028.8240861455,2.1317133E7,6.0,25,31,0,0,0,0,1000,1340,0.8179821531999429,1.0960960852879236,0.0,1460.0,557.145299145299,551.8808321042602,304572.4528440907,0,0,0,56,117,0,0,0,1.34,557.1452991452992,466.82,624.5522388059702,3846,4,4124374,6757,5,69993,0,199,0,357,65535,65535,29,20,1264607.3333333335,2189837.61325294,3793214.0,176.0,1.6174548333333334E7,5108542.883348376,2.1316969E7,1.1100571E7,921658010,normal
