Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,2015-05-01 14:37:05.291335,80002015,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.11249716647761934,1.0000251875E7,1.7251541663097627E7,3.9998664E7,9.0,8.0002015E7,1.0000251875E7,1.7251541663097627E7,3.9998664E7,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11249716647761934,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2227236.0,3147673.108529855,4452977.0,1495.0,3.77732105E7,3147266.522130673,3.9998664E7,3.5547757E7,-1,-1,0,NeedManualLabel
131.202.240.87-131.202.240.242-4497-21-6,131.202.240.87,4497,131.202.240.242,21,6,2015-05-01 14:37:20.541409,115471338,32,38,1309.0,3257.0,230.0,0.0,40.90625,46.9628263252076,790.0,0.0,85.71052631578948,127.02902581581702,39.54228018038554,0.6062110408731906,1673497.652173913,8475764.056728788,6.1312679E7,45.0,1.15471338E8,3724881.8709677416,1.250047216597451E7,6.1608547E7,1052.0,1.15419013E8,3119432.783783784,1.1451122618189493E7,6.1312679E7,437.0,24,29,0,0,0,0,652,772,0.27712504725631565,0.32908599361687485,0.0,790.0,65.22857142857141,100.74277352852393,10149.106418219462,0,2,0,53,69,0,0,0,1.1875,65.22857142857143,40.90625,85.71052631578948,0,0,0,0,0,0,0,18,0,46,8192,251,24,20,634511.5,560387.7932464863,1469922.0,300862.0,2.81860825E7,2.5163081144253388E7,6.1312679E7,7998255.0,-1,-1,115471338,NeedManualLabel
131.202.240.87-109.165.69.132-61009-6881-17,131.202.240.87,61009,109.165.69.132,6881,17,2015-05-01 14:37:47.903258,65833039,2,2,206.0,598.0,103.0,103.0,103.0,0.0,299.0,299.0,299.0,0.0,12.21271282949584,0.06075976532087483,2.1944346333333336E7,3.765243542725164E7,6.5421633E7,198514.0,6.5620147E7,6.5620147E7,0.0,6.5620147E7,6.5620147E7,6.5634525E7,6.5634525E7,0.0,6.5634525E7,6.5634525E7,0,0,0,0,0,0,16,16,0.030379882660437414,0.030379882660437414,103.0,299.0,201.0,113.16065276116666,12805.333333333334,0,0,0,0,0,0,0,0,1.0,201.0,103.0,299.0,0,0,0,0,0,0,0,51,0,149,0,0,1,8,198514.0,0.0,198514.0,198514.0,6.5421633E7,0.0,6.5421633E7,6.5421633E7,-1,-1,0,NeedManualLabel
131.202.240.87-82.221.103.244-61009-6881-17,131.202.240.87,61009,82.221.103.244,6881,17,2015-05-01 14:37:47.458290,99170316,6,3,803.0,1464.0,182.0,103.0,133.83333333333334,37.45085668802073,488.0,488.0,488.0,0.0,22.85966296608352,0.09075296281197692,1.23962895E7,2.1288322615263764E7,6.3974544E7,164557.0,9.9170316E7,1.98340632E7,2.4717258699569464E7,6.3974544E7,7319493.0,2.4323547E7,1.21617735E7,3897529.4443865977,1.4917743E7,9405804.0,0,0,0,0,0,0,48,24,0.060501975207984615,0.030250987603992308,103.0,488.0,251.88888888888889,179.54139108047232,32235.111111111106,0,0,0,0,0,0,0,0,0.5,251.88888888888889,133.83333333333334,488.0,0,0,0,0,0,0,0,89,0,162,0,0,5,8,164897.33333333334,318.04140191700407,165187.0,164557.0,1.97351248E7,2.4770119990583103E7,6.3974544E7,7319493.0,-1,-1,0,NeedManualLabel
131.202.240.87-142.4.211.203-61009-6881-17,131.202.240.87,61009,142.4.211.203,6881,17,2015-05-01 14:37:47.458401,104021562,4,3,513.0,428.0,190.0,103.0,128.25,41.692325432865935,277.0,58.0,142.66666666666666,117.64494605946034,9.046201401974717,0.06729374050353137,1.7336927E7,2.5134405093309138E7,6.3975164E7,38120.0,1.03983442E8,3.4661147333333336E7,2.6086950187512092E7,6.3975164E7,1.4000366E7,4.000752E7,2.000376E7,8492887.014777012,2.6009138E7,1.3998382E7,0,0,0,0,0,0,32,24,0.03845356600201793,0.028840174501513445,58.0,277.0,134.42857142857142,74.44429045234014,5541.952380952382,0,0,0,0,0,0,0,0,0.75,134.42857142857142,128.25,142.66666666666666,0,0,0,0,0,0,0,73,0,61,0,0,3,8,39491.0,866.9129137347072,40104.0,38878.0,3.463482E7,2.6109279782593545E7,6.3975164E7,1.3960262E7,-1,-1,0,NeedManualLabel
131.202.240.87-41.221.68.56-61009-64813-17,131.202.240.87,61009,41.221.68.56,64813,17,2015-05-01 14:37:47.458581,64287735,2,2,206.0,578.0,103.0,103.0,103.0,0.0,289.0,289.0,289.0,0.0,12.195172220642087,0.06222026643184738,2.1429245E7,3.6573174269178785E7,6.3660309E7,312620.0,6.3975115E7,6.3975115E7,0.0,6.3975115E7,6.3975115E7,6.3972929E7,6.3972929E7,0.0,6.3972929E7,6.3972929E7,0,0,0,0,0,0,16,16,0.03111013321592369,0.03111013321592369,103.0,289.0,196.0,107.38715006927039,11532.0,0,0,0,0,0,0,0,0,1.0,196.0,103.0,289.0,0,0,0,0,0,0,0,51,0,144,0,0,1,8,314806.0,0.0,314806.0,314806.0,6.3660309E7,0.0,6.3660309E7,6.3660309E7,-1,-1,0,NeedManualLabel
131.202.240.87-96.235.174.129-61009-22053-17,131.202.240.87,61009,96.235.174.129,22053,17,2015-05-01 14:37:47.458492,64036645,2,2,206.0,578.0,103.0,103.0,103.0,0.0,289.0,289.0,289.0,0.0,12.24298993178047,0.062464234345818714,2.1345548333333336E7,3.68651016015443E7,6.3913701E7,61420.0,6.3975121E7,6.3975121E7,0.0,6.3975121E7,6.3975121E7,6.3975225E7,6.3975225E7,0.0,6.3975225E7,6.3975225E7,0,0,0,0,0,0,16,16,0.031232117172909357,0.031232117172909357,103.0,289.0,196.0,107.38715006927039,11532.0,0,0,0,0,0,0,0,0,1.0,196.0,103.0,289.0,0,0,0,0,0,0,0,51,0,144,0,0,1,8,61420.0,0.0,61420.0,61420.0,6.3913701E7,0.0,6.3913701E7,6.3913701E7,-1,-1,0,NeedManualLabel
131.202.240.87-24.146.197.122-61009-47733-17,131.202.240.87,61009,24.146.197.122,47733,17,2015-05-01 14:37:47.515541,64027922,2,1,206.0,289.0,103.0,103.0,103.0,0.0,289.0,289.0,289.0,0.0,7.731002108736248,0.046854558234765135,3.2013961E7,4.517454202093531E7,6.3957186E7,70736.0,6.3957186E7,6.3957186E7,0.0,6.3957186E7,6.3957186E7,0,0,0,0,0,0,0,0,0,0,0,16,8,0.03123637215651009,0.015618186078255046,103.0,289.0,165.0,107.38715006927039,11532.0,0,0,0,0,0,0,0,0,0.5,165.0,103.0,289.0,0,0,0,0,0,0,0,68,0,96,0,0,1,8,0,0,0,0,6.3957186E7,0.0,6.3957186E7,6.3957186E7,-1,-1,0,NeedManualLabel
131.202.240.87-72.89.67.110-61009-43934-17,131.202.240.87,61009,72.89.67.110,43934,17,2015-05-01 14:37:47.516215,63956653,2,0,206.0,0.0,103.0,103.0,103.0,0.0,0,0,0,0,3.2209315268577297,0.031271179872405144,6.3956653E7,0.0,6.3956653E7,6.3956653E7,6.3956653E7,6.3956653E7,0.0,6.3956653E7,6.3956653E7,0,0,0,0,0,0,0,0,0,0,0,16,0,0.031271179872405144,0.0,103.0,103.0,103.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,103.0,103.0,0.0,0,0,0,0,0,0,1,103,0,0,0,0,1,8,0,0,0,0,6.3956653E7,0.0,6.3956653E7,6.3956653E7,-1,-1,0,NeedManualLabel
131.202.240.87-5.39.77.103-61009-49999-17,131.202.240.87,61009,5.39.77.103,49999,17,2015-05-01 14:37:47.515590,64072308,2,1,206.0,268.0,103.0,103.0,103.0,0.0,268.0,268.0,268.0,0.0,7.397891769405278,0.04682209980636252,3.2036154E7,4.514315920777269E7,6.3957188E7,115120.0,6.3957188E7,6.3957188E7,0.0,6.3957188E7,6.3957188E7,0,0,0,0,0,0,0,0,0,0,0,16,8,0.03121473320424168,0.01560736660212084,103.0,268.0,158.0,95.26279441628824,9075.0,0,0,0,0,0,0,0,0,0.5,158.0,103.0,268.0,0,0,0,0,0,0,0,68,0,89,0,0,1,8,0,0,0,0,6.3957188E7,0.0,6.3957188E7,6.3957188E7,-1,-1,0,NeedManualLabel
