,precision,recall,f1-score,support
0,0.631336405529954,0.5055350553505535,0.5614754098360656,271.0
1,0.45569620253164556,0.3157894736842105,0.37305699481865284,114.0
2,0.3804034582132565,0.5344129554655871,0.4444444444444445,247.0
3,0.6607142857142857,0.6851851851851852,0.6727272727272727,54.0
4,0.3533251733986128,0.6141843971631206,0.4485884485884486,1410.0
5,0.6310344827586207,0.6443661971830986,0.637630662020906,284.0
6,0.3116883116883117,0.18604651162790697,0.23300970873786409,129.0
7,0.2903225806451613,0.16822429906542055,0.21301775147928997,107.0
8,0.4868421052631579,0.2824427480916031,0.35748792270531404,131.0
9,0.33488372093023255,0.20689655172413793,0.2557726465364121,348.0
10,0.3103448275862069,0.2727272727272727,0.2903225806451613,66.0
11,0.49750415973377704,0.5361625821876868,0.5161104718066744,1673.0
12,0.48717948717948717,0.2602739726027397,0.33928571428571425,73.0
13,0.3611111111111111,0.19402985074626866,0.25242718446601947,134.0
14,0.2857142857142857,0.18064516129032257,0.22134387351778653,155.0
15,0.4945054945054945,0.3358208955223881,0.4,134.0
16,0.2222222222222222,0.1187214611872146,0.15476190476190477,219.0
17,0.37229862475442044,0.4014830508474576,0.3863404689092762,944.0
18,0.9340579710144927,0.9058327477160928,0.9197288619336426,1423.0
19,0.08695652173913043,0.08333333333333333,0.0851063829787234,24.0
20,0.30526315789473685,0.2116788321167883,0.25,137.0
21,0.19642857142857142,0.2682926829268293,0.22680412371134023,41.0
22,0.43243243243243246,0.12030075187969924,0.18823529411764706,133.0
23,0.5906735751295337,0.40425531914893614,0.48000000000000004,282.0
24,0.384,0.32,0.3490909090909091,150.0
25,0.29347826086956524,0.17307692307692307,0.21774193548387097,156.0
26,0.2,0.1724137931034483,0.1851851851851852,29.0
27,0.40714285714285714,0.2,0.26823529411764707,285.0
28,0.3076923076923077,0.09448818897637795,0.14457831325301204,127.0
29,0.32894736842105265,0.211864406779661,0.25773195876288657,118.0
30,0.29357798165137616,0.23880597014925373,0.26337448559670784,134.0
31,0.26865671641791045,0.27692307692307694,0.2727272727272727,65.0
32,0.5770845830833833,0.6354029062087186,0.6048412448915436,1514.0
33,0.34615384615384615,0.23478260869565218,0.27979274611398963,115.0
34,0.34177215189873417,0.42857142857142855,0.38028169014084506,63.0
35,0.5,0.3439024390243902,0.407514450867052,410.0
36,0.2887537993920973,0.2334152334152334,0.25815217391304346,407.0
37,0.2028985507246377,0.4375,0.27722772277227725,32.0
38,0.9980637576931056,0.9988235294117647,0.998443499014216,14450.0
accuracy,0.7659094328268392,0.7659094328268392,0.7659094328268392,0.7659094328268392
macro avg,0.4064400346220516,0.3445285075156354,0.3608358206399748,26588.0
weighted avg,0.7665225434585242,0.7659094328268392,0.7610911033023676,26588.0
Total_training_time(s),409.1105934230145,,,
Input_size,22,,,
