,precision,recall,f1-score,support
0,0.2810945273631841,0.345565749235474,0.3100137174211248,327.0
1,0.6363636363636364,0.09523809523809523,0.16568047337278105,147.0
2,0.39923954372623577,0.31343283582089554,0.35117056856187295,335.0
3,0.8695652173913043,0.6060606060606061,0.7142857142857143,66.0
4,0.731651173085436,0.9374929098128191,0.8218796618597713,8815.0
5,0.6869565217391305,0.5096774193548387,0.585185185185185,310.0
6,0.375,0.022222222222222223,0.04195804195804196,135.0
7,0.16666666666666666,0.03676470588235294,0.060240963855421686,136.0
8,0.2857142857142857,0.013793103448275862,0.02631578947368421,145.0
9,0.15853658536585366,0.03316326530612245,0.05485232067510549,392.0
10,0.45454545454545453,0.0641025641025641,0.11235955056179772,78.0
11,0.30813729271114537,0.41037493579866463,0.3519823788546255,1947.0
12,0.5769230769230769,0.16853932584269662,0.2608695652173913,89.0
13,0.42857142857142855,0.025210084033613446,0.047619047619047616,119.0
14,0.23529411764705882,0.02531645569620253,0.045714285714285714,158.0
15,0.4523809523809524,0.1165644171779141,0.1853658536585366,163.0
16,0.34782608695652173,0.02867383512544803,0.052980132450331126,279.0
17,0.30062630480167013,0.12510860121633363,0.17668711656441716,1151.0
18,0.8182773109243697,0.905287623474724,0.8595862068965517,1721.0
19,0.05,0.04,0.044444444444444446,25.0
20,0.27419354838709675,0.09392265193370165,0.13991769547325103,181.0
21,0.21052631578947367,0.05063291139240506,0.08163265306122448,79.0
22,0.1,0.007407407407407408,0.013793103448275864,135.0
23,0.28216704288939054,0.3443526170798898,0.31017369727047145,363.0
24,0.16901408450704225,0.075,0.10389610389610389,160.0
25,0.4444444444444444,0.055944055944055944,0.09937888198757765,143.0
26,0.0,0.0,0.0,37.0
27,0.6086956521739131,0.09688581314878893,0.1671641791044776,289.0
28,0.1487603305785124,0.1,0.11960132890365449,180.0
29,0.9971775800239076,0.9960530679933665,0.9966150068031725,30150.0
30,0.125,0.01680672268907563,0.02962962962962963,119.0
31,0.15,0.0410958904109589,0.06451612903225806,73.0
32,0.41650943396226414,0.5759947814742336,0.4834382699151382,1533.0
33,0.4838709677419355,0.09803921568627451,0.16304347826086957,153.0
34,0.36,0.21951219512195122,0.27272727272727276,82.0
35,0.5611510791366906,0.1511627906976744,0.2381679389312977,516.0
36,0.17567567567567569,0.15028901734104047,0.161993769470405,519.0
37,0.25,0.1956521739130435,0.21951219512195125,46.0
38,0.9964863775128161,0.9968883254581077,0.9966873109606798,17354.0
accuracy,0.872585579024035,0.872585579024035,0.872585579024035,0.872585579024035
macro avg,0.39274468501796345,0.23303149724466252,0.25464306827250877,68650.0
weighted avg,0.8581307463293482,0.872585579024035,0.8568106041197845,68650.0
Total_training_time(s),344.0154934596503,,,
Input_size,22,,,
