Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.2.15-82.161.239.177-57188-110-6,10.0.2.15,57188,82.161.239.177,110,6,22/07/2015 12:05:38 AM,118761163,1800,3306,143265.0,3940041.0,1057.0,0.0,79.59166666666664,194.4477919345335,1420.0,0.0,1191.7849364791273,420.5880071242086,34382.50263682581,42.993853133620796,23263.695004897207,604519.4319915721,3.3385816E7,5.0,1.18761163E8,66015.09894385783,1017191.7884474765,3.3385857E7,28.0,1.1875959E8,35933.31013615741,751595.3511659462,3.3423221E7,5.0,1,0,0,0,36000,66120,15.156469964848695,27.837383168772103,0.0,1420.0,799.6571372625799,640.4493927901663,410175.42472529266,0,0,0,2117,5106,0,0,0,1.0,799.8137485311398,79.59166666666667,1191.7849364791289,0,0,0,816226,660,135758,225,17908,413,492505,65535,65535,260,20,1.025178125E7,1.260648261457145E7,2.8601193E7,41.0,1.943849825E7,1.0268439787542226E7,3.3385816E7,1.1592166E7,NeedManualLabel
10.0.2.15-82.161.239.177-57188-110-6,10.0.2.15,57188,82.161.239.177,110,6,22/07/2015 12:08:12 AM,110029127,3433,6506,267670.0,7866528.0,1057.0,0.0,77.96970579667904,190.85896259840254,1420.0,0.0,1209.1189671072877,413.20524106126834,73927.67916808065,90.33062672577599,11071.556349366072,415412.75324006606,3.4680651E7,0.0,1.10028854E8,32059.689393939403,706527.8702151184,3.4680651E7,0.0,1.10028797E8,16914.496079938508,513435.8545576594,3.4681035E7,0.0,1,0,0,0,68660,130120,31.200829213159167,59.12979751261682,0.0,1420.0,818.3844064386352,643.1400911129379,413629.17679675797,0,0,0,3779,9939,0,0,0,1.0,818.4667471576618,77.96970579667929,1209.1189671072855,0,0,0,2033006,1625,247848,572,44611,1084,1311088,65535,65535,491,20,9533279.75,1.0679362279431088E7,2.0898981E7,43.0,1.797393375E7,1.1661496022561295E7,3.4680651E7,7529527.0,NeedManualLabel
10.0.2.15-82.161.239.177-57188-110-6,10.0.2.15,57188,82.161.239.177,110,6,22/07/2015 12:10:20 AM,116126196,3228,6138,258953.0,7399960.0,1057.0,0.0,80.22087980173481,193.57885396663877,1420.0,0.0,1205.5979146301709,415.9040864986241,65953.36163426898,80.65363649731539,12400.020928990936,425886.9359874561,3.4381295E7,0.0,1.16125998E8,35985.744654477865,725044.1296397425,3.4381523E7,0.0,1.16125777E8,18922.238390092916,526081.5800436768,3.4381586E7,0.0,1,0,0,0,64560,122760,27.797345570503317,52.85629092681207,0.0,1420.0,817.7612896338225,642.1157138961928,412312.5900324174,0,0,0,3517,9366,0,0,0,1.0,817.8486013239376,80.22087980173482,1205.5979146301727,0,0,0,1531131,1226,216706,403,32369,767,924995,65535,65535,474,20,4668461.75,5590441.623486905,1.2746462E7,228.0,1.78029175E7,1.1631552576205365E7,3.4381295E7,7691926.0,NeedManualLabel
10.0.2.15-82.161.239.177-57188-110-6,10.0.2.15,57188,82.161.239.177,110,6,22/07/2015 12:12:29 AM,109733752,1847,3528,155812.0,4262101.0,1057.0,0.0,84.35950189496485,197.49925091502104,1420.0,0.0,1208.0785147392287,422.0469759580601,40260.292931567674,48.982194648734875,20419.380721994727,681001.6671211813,4.536037E7,0.0,1.09733558E8,59443.964247020696,1161179.0697732202,4.536037E7,20.0,1.09733521E8,31112.424440033872,840505.356714576,4.5360642E7,0.0,1,0,0,0,36940,70560,16.831649026272245,32.15054562246263,0.0,1420.0,821.8854166666661,644.2842463005039,415102.19003100845,0,0,0,1697,5375,0,0,0,1.0,822.0383255813954,84.35950189496481,1208.078514739229,0,0,0,736137,587,189711,263,22258,504,608871,65535,65535,285,20,3788037.9999999995,4750043.425404094,9844633.0,40.0,2.009522375E7,1.6934219776030354E7,4.536037E7,9773238.0,NeedManualLabel
10.0.2.15-82.161.239.177-57188-110-6,10.0.2.15,57188,82.161.239.177,110,6,22/07/2015 12:14:34 AM,100756052,1905,3521,150411.0,4255129.0,543.0,0.0,78.95590551181097,191.4634817958181,1420.0,0.0,1208.5001420051126,409.6732810790728,43724.8176417234,53.85284449216014,18572.544147465436,428392.25614359305,2.0612477E7,4.0,1.00755794E8,52917.959033613464,722034.5537494007,2.061252E7,26.0,9.7324285E7,27648.944602272728,528942.108498623,2.0650834E7,4.0,1,0,0,0,38100,70420,18.907052848795626,34.94579164336451,0.0,1420.0,811.8818868619885,642.2067295400652,412429.48346654646,0,0,0,1996,5426,0,0,0,1.0,812.0315149281239,78.95590551181103,1208.5001420051121,0,0,0,880347,703,188234,211,16712,391,472792,65535,65535,276,20,6848427.8,1.1771303053715238E7,2.760101E7,39.0,1.32503924E7,4482380.319105386,2.0612477E7,8626860.0,NeedManualLabel
10.0.2.15-82.161.239.177-57188-110-6,10.0.2.15,57188,82.161.239.177,110,6,22/07/2015 12:16:45 AM,38210,2,0,543.0,0.0,543.0,0.0,271.5,383.9589821842953,0,0,0,0,14210.939544621826,52.34231876472128,38210.0,0.0,38210.0,38210.0,38210.0,38210.0,0.0,38210.0,38210.0,0,0,0,0,0,1,0,0,0,40,0,52.34231876472128,0.0,0.0,543.0,362.0,313.5011961699668,98283.0,0,0,0,1,2,0,0,0,0.0,543.0,271.5,0.0,0,0,0,0,0,0,0,0,0,0,65535,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
10.0.2.15-82.161.239.177-57188-110-6,10.0.2.15,57188,82.161.239.177,110,6,22/07/2015 12:18:45 AM,119977544,3,1,543.0,543.0,543.0,0.0,181.0,313.5011961699668,543.0,543.0,543.0,0.0,9.051693873646888,0.03333957227862574,3.999251466666667E7,6.926897119629166E7,1.19977433E8,42.0,1.19977544E8,5.9988772E7,8.483683737177157E7,1.19977475E8,69.0,0,0,0,0,0,1,0,0,0,60,20,0.025004679208969306,0.008334893069656435,0.0,543.0,325.8,297.41334872530524,88454.70000000001,0,0,0,2,4,0,0,0,0.0,407.25,181.0,543.0,0,0,0,0,0,0,3,543,1,543,65535,65535,0,20,69.0,0.0,69.0,69.0,1.19977433E8,0.0,1.19977433E8,1.19977433E8,NeedManualLabel
10.0.2.15-82.161.239.177-57188-110-6,10.0.2.15,57188,82.161.239.177,110,6,22/07/2015 12:21:14 AM,90420315,6,6,1629.0,1629.0,543.0,0.0,271.5,297.4133487253052,543.0,0.0,271.5,297.4133487253052,36.031725835062616,0.13271353898733929,8220028.636363635,2.118076960681937E7,6.9971651E7,54.0,9.0420315E7,1.8084063E7,2.998284291388531E7,6.9972789E7,292.0,9.0382305E7,1.8076461E7,2.998215346345318E7,6.9971651E7,1439.0,1,0,0,0,120,120,0.06635676949366964,0.06635676949366964,0.0,543.0,292.38461538461536,281.7488652628846,79382.42307692308,0,0,0,6,12,0,0,0,1.0,316.75,271.5,271.5,0,0,0,0,0,0,2,543,2,543,65535,65535,2,20,1132409.5,1600050.4168570752,2263816.0,1003.0,4.40592445E7,3.664567670602474E7,6.9971651E7,1.8146838E7,NeedManualLabel
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,22/07/2015 12:18:50 AM,119984885,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.016668766236680562,1.19984885E8,0.0,1.19984885E8,1.19984885E8,1.19984885E8,1.19984885E8,0.0,1.19984885E8,1.19984885E8,0,0,0,0,0,0,0,0,0,0,0,0.016668766236680562,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.19984885E8,0.0,1.19984885E8,1.19984885E8,NeedManualLabel
10.0.2.15-82.161.239.177-57188-110-6,10.0.2.15,57188,82.161.239.177,110,6,22/07/2015 12:24:45 AM,109826140,6,4,1629.0,1086.0,543.0,0.0,271.5,297.4133487253052,543.0,0.0,271.5,313.5011961699668,24.720890673204032,0.09105300432119348,1.2202904444444446E7,2.7480705958464853E7,8.1016956E7,43.0,1.09825481E8,2.19650962E7,3.524695816705565E7,8.1017003E7,123.0,2.8809061E7,9603020.333333332,1.6452416900917396E7,2.860026E7,1029.0,1,0,0,0,120,80,0.05463180259271609,0.03642120172847739,0.0,543.0,296.1818181818182,283.5725015518318,80413.36363636365,0,0,0,5,10,0,0,0,0.0,325.8,271.5,271.5,0,0,0,0,0,0,3,814,2,543,65535,65535,2,20,85.0,53.74011537017761,123.0,47.0,5.48081385E7,3.7064865162261315E7,8.1016956E7,2.8599321E7,NeedManualLabel
