,precision,recall,f1-score,support
0,0.34491315136476425,0.5072992700729927,0.4106351550960118,274.0
1,0.35,0.1810344827586207,0.23863636363636367,116.0
2,0.375,0.345679012345679,0.35974304068522484,243.0
3,0.6153846153846154,0.7547169811320755,0.6779661016949153,53.0
4,0.25938748335552597,0.7125091441111924,0.3803201874267864,1367.0
5,0.6420664206642066,0.5958904109589042,0.6181172291296625,292.0
6,0.23529411764705882,0.030303030303030304,0.053691275167785234,132.0
7,0.16666666666666666,0.010416666666666666,0.0196078431372549,96.0
8,0.2,0.007751937984496124,0.014925373134328356,129.0
9,0.1978021978021978,0.05232558139534884,0.08275862068965517,344.0
10,0.125,0.015151515151515152,0.027027027027027032,66.0
11,0.40540540540540543,0.39663461538461536,0.40097205346294046,1664.0
12,0.5,0.1111111111111111,0.1818181818181818,72.0
13,0.3125,0.04032258064516129,0.07142857142857142,124.0
14,0.4666666666666667,0.04487179487179487,0.08187134502923978,156.0
15,0.532258064516129,0.22297297297297297,0.3142857142857143,148.0
16,0.16666666666666666,0.02252252252252252,0.03968253968253968,222.0
17,0.30670926517571884,0.21052631578947367,0.2496749024707412,912.0
18,0.8789667896678967,0.9161538461538462,0.8971751412429378,1300.0
19,0.0,0.0,0.0,24.0
20,0.45454545454545453,0.06896551724137931,0.11976047904191617,145.0
21,0.2777777777777778,0.1,0.14705882352941177,50.0
22,0.1111111111111111,0.015267175572519083,0.026845637583892617,131.0
23,0.4407894736842105,0.24014336917562723,0.31090487238979114,279.0
24,0.13636363636363635,0.06428571428571428,0.08737864077669902,140.0
25,0.30303030303030304,0.06896551724137931,0.11235955056179776,145.0
26,0.2,0.0967741935483871,0.13043478260869568,31.0
27,0.4782608695652174,0.07719298245614035,0.13293051359516617,285.0
28,0.3076923076923077,0.03305785123966942,0.05970149253731343,121.0
29,0.22826086956521738,0.19444444444444445,0.21,108.0
30,0.23076923076923078,0.024793388429752067,0.04477611940298508,121.0
31,0.375,0.0821917808219178,0.1348314606741573,73.0
32,0.4533856722276742,0.6197183098591549,0.523661093794276,1491.0
33,0.46875,0.12605042016806722,0.1986754966887417,119.0
34,0.20958083832335328,0.5147058823529411,0.2978723404255319,68.0
35,0.37623762376237624,0.26635514018691586,0.31190150478796164,428.0
36,0.3541666666666667,0.15178571428571427,0.2125,448.0
37,0.22950819672131148,0.3684210526315789,0.2828282828282828,38.0
38,0.99863963205286,0.9987690314220926,0.9987043275459964,15435.0
accuracy,0.7413654618473896,0.7413654618473896,0.7413654618473896,0.7413654618473896
macro avg,0.3516553121754417,0.2382072122486004,0.24265287397483326,27390.0
weighted avg,0.7425651906672356,0.7413654618473896,0.725304436315375,27390.0
Total_training_time(s),146.559731584799,,,
Input_size,27,,,
