Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label
198.52.200.39-10.0.2.15-443-55139-6,198.52.200.39,443,10.0.2.15,55139,6,2015-07-24 17:40:13.725589,119979609,4546,3630,1217912.0,1757382.0,1420.0,6.0,267.9084909810837,446.72899765386677,1460.0,0.0,484.12727272727267,214.35255852023752,24798.330522980785,68.14491285765067,14676.40477064222,86703.72870469734,7064503.0,6.0,1.19979609E8,26398.153795379534,115811.60925423003,7102042.0,6.0,1.19979245E8,33061.24138881238,128803.88739423922,7064552.0,33.0,1357,3120,0,0,0,0,90920,72600,37.88977175279843,30.255141104852243,0.0,1460.0,363.9058219178097,378.00887316784525,142890.7081936241,0,0,0,4477,8176,0,0,0,0.7985041794984602,363.9058219178082,267.90849098108225,484.1272727272727,4051,5,26021,0,0,0,0,148,0,214,65535,65535,4545,20,436150.0,0.0,436150.0,436150.0,7064503.0,0.0,7064503.0,7064503.0,-1,-1,119979609,normal
198.52.200.39-10.0.2.15-443-55139-6,198.52.200.39,443,10.0.2.15,55139,6,2015-07-24 17:42:13.735843,119977905,3867,3081,1268736.0,1303996.0,1420.0,6.0,328.0930954228087,476.51380595401656,1086.0,0.0,423.23790976955604,229.47707678584163,21443.38159596969,57.910662800788195,17270.462789693465,23270.991519131545,134032.0,7.0,1.19940595E8,31024.468442835012,26577.418808478258,134171.0,7.0,1.19977905E8,38953.86525974025,28726.356745218323,147318.0,240.0,1396,2391,0,0,0,0,77340,61620,32.23093452081864,25.67972827996955,0.0,1420.0,370.2838226827856,389.79900411677716,151943.26361043126,0,0,0,3787,6948,0,0,0,0.7967416602017068,370.2838226827864,328.0930954228084,423.23790976955536,2505,4,31755,0,0,0,0,182,0,187,0,65535,3867,0,0,0,0,0,0,0,0,0,-1,-1,239988159,normal
198.52.200.39-10.0.2.15-443-55139-6,198.52.200.39,443,10.0.2.15,55139,6,2015-07-24 17:44:13.739980,119453774,3552,2910,940671.0,1365025.0,1420.0,6.0,264.82854729729667,437.8144333600468,1460.0,0.0,469.0807560137455,235.17791661966868,19301.993757016,54.09623977221515,18488.43429809626,129370.64908241176,9198425.0,0.0,1.19453774E8,33639.474514221365,173427.8539682919,9198759.0,0.0,1.1945333E8,41063.365417669294,191290.89384645532,9198425.0,53.0,1080,2405,0,0,0,0,71040,58200,29.735351852508234,24.360887919706915,0.0,1460.0,356.80841844630186,374.93961724495324,140579.71657979203,0,0,0,3485,6462,0,0,0,0.8192567567567568,356.80841844630146,264.8285472972973,469.0807560137457,4457,5,20804,0,0,0,0,145,0,211,65535,65535,3551,20,9.5027917E7,0.0,9.5027917E7,9.5027917E7,9198425.0,0.0,9198425.0,9198425.0,-1,-1,359468165,normal
198.52.200.39-10.0.2.15-443-55139-6,198.52.200.39,443,10.0.2.15,55139,6,2015-07-24 17:46:13.957836,119996675,3842,3098,1016922.0,1440990.0,1420.0,6.0,264.68558042686163,430.5198846096429,1460.0,0.0,465.1355713363458,209.21006391367416,20483.16755443432,57.83493584301399,17293.078973915548,38592.05484993403,1867369.0,4.0,1.19956335E8,31230.49596459254,49154.025264664866,1867628.0,4.0,1.19956786E8,38733.221181788926,53863.8347042461,1867650.0,79.0,1178,2614,0,0,0,0,76840,61960,32.01755381972042,25.817382023293565,0.0,1460.0,354.16599423631203,363.4042721941313,132062.66504894628,0,0,0,3792,6940,0,0,0,0.8063508589276418,354.16599423631123,264.685580426861,465.135571336346,2531,4,14802,0,0,0,0,146,0,207,65535,65535,3841,20,0,0,0,0,0,0,0,0,-1,-1,480228922,normal
198.52.200.39-10.0.2.15-443-55139-6,198.52.200.39,443,10.0.2.15,55139,6,2015-07-24 17:48:13.975603,119991778,3896,3130,1045806.0,1435597.0,1420.0,6.0,268.4306981519511,425.14423778745686,1460.0,0.0,458.65718849840243,205.64965939859232,20679.77524260037,58.55401192571711,17080.680142348698,22854.470164220085,126782.0,6.0,1.19991603E8,30806.573299101452,25777.66785933636,126930.0,6.0,1.19991551E8,38348.210610418675,27971.50554628121,148639.0,162.0,1249,2623,0,0,0,0,77920,62600,32.46889132687075,26.085120598846366,0.0,1460.0,353.17435240535144,357.76061091387186,127992.6547214668,0,0,0,3872,7026,0,0,0,0.803388090349076,353.17435240535156,268.4306981519507,458.65718849840255,2542,4,27952,0,0,0,0,148,0,204,0,65535,3896,0,0,0,0,0,0,0,0,0,-1,-1,600241792,normal
198.52.200.39-10.0.2.15-443-55139-6,198.52.200.39,443,10.0.2.15,55139,6,2015-07-24 17:50:14.031998,119995313,3940,3162,1149110.0,1422014.0,1420.0,6.0,291.6522842639593,447.20423775827743,1460.0,0.0,449.7197975964581,221.3942902229671,21426.870231173114,59.18564502598531,16898.368257991766,23154.167787362883,169138.0,0.0,1.19995313E8,30463.395024117825,26300.491024800136,169138.0,0.0,1.19946623E8,37945.7839291364,28670.45391141425,169440.0,101.0,1317,2580,0,0,0,0,78800,63240,32.834615798702075,26.351029227283238,0.0,1460.0,362.0281610813864,372.7316357961906,138928.87232330404,0,0,0,3897,7102,0,0,0,0.8025380710659898,362.0281610813855,291.6522842639594,449.71979759645797,2727,4,32080,0,0,0,0,161,0,200,65535,65535,3939,20,0,0,0,0,0,0,0,0,-1,-1,720301722,normal
198.52.200.39-10.0.2.15-443-55139-6,198.52.200.39,443,10.0.2.15,55139,6,2015-07-24 17:52:14.046381,119975819,3600,2887,1071867.0,1255271.0,1420.0,6.0,297.740833333333,443.30489082437805,1460.0,0.0,434.8011776931066,219.25629183527224,19396.725268447637,54.06922873350004,18497.659420289863,25150.255618789735,153534.0,5.0,1.19975647E8,33335.82856348989,28591.239235196354,153750.0,5.0,1.19911754E8,41549.464310464246,29659.01512015088,153746.0,82.0,1255,2307,0,0,0,0,72000,57740,30.00604646841377,24.063182265086265,0.0,1460.0,358.73870818560164,367.52828938093757,135077.04349527817,0,0,0,3562,6487,0,0,0,0.8019444444444445,358.738708185602,297.74083333333334,434.80117769310704,2923,4,38838,0,0,0,0,165,0,193,0,65535,3600,0,0,0,0,0,0,0,0,0,-1,-1,840296611,normal
198.52.200.39-10.0.2.15-443-55139-6,198.52.200.39,443,10.0.2.15,55139,6,2015-07-24 17:54:14.061733,119967972,3554,2835,1124384.0,1208515.0,1420.0,6.0,316.3714124929654,454.6994682812499,1057.0,0.0,426.2839506172827,226.0833578415854,19446.01514144125,53.255880661215144,18780.208515967446,25175.47809172758,131823.0,6.0,1.19955915E8,33761.86743596968,28407.028194340448,131977.0,20.0,1.19967801E8,42331.61644318978,30855.806358156122,161419.0,24.0,1316,2219,0,0,0,0,71080,56700,29.624573465324563,23.63130719589058,0.0,1420.0,365.1430583815945,375.03835480010696,140653.7675711709,0,0,0,3535,6389,0,0,0,0.7976927405740011,365.1430583815934,316.37141249296565,426.28395061728395,2946,4,36857,0,0,0,0,175,0,189,0,65535,3554,0,0,0,0,0,0,0,0,0,-1,-1,960304116,normal
198.52.200.39-10.0.2.15-443-55139-6,198.52.200.39,443,10.0.2.15,55139,6,2015-07-24 17:56:14.068420,119993467,3514,2795,995965.0,1237953.0,1420.0,6.0,283.42771770062626,429.40774528514635,1057.0,0.0,442.9169946332734,211.961516765166,18616.996873671465,52.57786242646027,19022.426601141404,25691.79223080014,146177.0,7.0,1.19953633E8,34145.639908909834,28796.136942828794,146407.0,8.0,1.19970035E8,42938.45204008596,30849.106208557077,146397.0,210.0,1208,2277,0,0,0,0,70280,55900,29.28492765360301,23.29293477285726,0.0,1420.0,354.084323981614,358.9804353151688,128866.95293906807,0,0,0,3485,6309,0,0,0,0.7953898690950484,354.0843239816136,283.4277177006261,442.9169946332737,2566,4,28852,0,0,0,0,157,0,196,65535,65535,3513,20,0,0,0,0,0,0,0,0,-1,-1,1080336298,normal
198.52.200.39-10.0.2.15-443-55139-6,198.52.200.39,443,10.0.2.15,55139,6,2015-07-24 17:58:14.079904,119991576,3818,3049,1130898.0,1346864.0,1420.0,6.0,296.2016762702988,447.7076718945275,1460.0,0.0,441.73958674975404,216.27100601318497,20649.466259198063,57.229017477026886,17476.198077483223,23685.64732073572,148402.0,9.0,1.19991323E8,31436.029080429682,26884.602704339348,148402.0,9.0,1.1999127E8,39367.21456692914,29252.898937473463,151796.0,158.0,1306,2470,0,0,0,0,76360,60980,31.81890035347148,25.41011712355541,0.0,1460.0,360.82161060142795,370.7086199848991,137424.88093110832,0,0,0,3776,6867,0,0,0,0.7985856469355683,360.8216106014271,296.2016762702986,441.73958674975404,2932,4,35049,0,0,0,0,164,0,196,0,65535,3818,0,0,0,0,0,0,0,0,0,-1,-1,1200345891,normal
