Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Total TCP Flow Time,Label
10.152.152.11-173.194.123.41-55665-443-6,10.152.152.11,55665,173.194.123.41,443,6,2015-07-09 14:16:33.962663,80038467,18,18,7528.0,786.0,1460.0,0.0,418.2222222222222,585.5177252107299,186.0,0.0,43.666666666666664,69.65461008348517,103.87505297921311,0.44978372711711234,2286813.3428571434,8427172.238881893,4.5048522E7,12.0,8.0038076E7,4708122.117647059,1.1781683518068826E7,4.5048941E7,103.0,8.0038031E7,4708119.470588236,1.1781510595774546E7,4.5048955E7,12.0,8,6,0,0,0,0,360,360,0.22489186355855617,0.22489186355855617,0.0,1460.0,230.94444444444449,452.71352937872274,204949.53968253967,0,0,0,14,36,0,0,0,1.0,230.94444444444446,418.22222222222223,43.666666666666664,3695,4,2702999,0,0,0,0,209,0,21,5665,2640,10,20,215337.3333333333,372222.62602686224,645143.0,433.0,2.6247025333333332E7,1.6285477822788294E7,4.5048522E7,1.6538738E7,80038467,NeedManualLabel
10.152.152.11-173.194.123.46-56383-443-6,10.152.152.11,56383,173.194.123.46,443,6,2015-07-09 14:16:41.034614,75045940,54,46,61106.0,680.0,1460.0,0.0,1131.5925925925926,586.4466878412256,271.0,0.0,14.782608695652174,57.02861388752463,823.3090291093695,1.3325171221787615,758039.7979797979,4931957.118386789,4.5016708E7,7.0,7.5045516E7,1415953.1320754718,6700340.594996315,4.5017032E7,42.0,7.5045418E7,1667675.9555555559,7254459.607035434,4.5017139E7,7.0,26,4,0,0,0,0,1080,920,0.7195592459765312,0.6129578762022303,0.0,1460.0,617.8599999999998,706.0785720435014,498546.9498989899,0,0,0,30,100,0,0,0,0.8518518518518519,617.86,1131.5925925925926,14.782608695652174,30484,23,4430813,0,0,0,0,611,0,6,2440,3452,48,20,222977.3333333333,385382.7507457143,667979.0,431.0,2.4593956E7,1.768672465156149E7,4.5016708E7,1.4322335E7,75045940,NeedManualLabel
10.152.152.11-173.194.123.46-56367-443-6,10.152.152.11,56367,173.194.123.46,443,6,2015-07-09 14:16:43.967068,119742339,206,233,128377.0,16874.0,1460.0,0.0,623.1893203883494,593.5804448183544,655.0,0.0,72.42060085836904,144.82698924977575,1213.029586803044,3.666205317736444,273384.3356164381,1566713.0124227356,2.1344863E7,4.0,1.19740977E8,584102.3268292681,2253752.1001379546,2.1345185E7,37.0,1.19741948E8,516129.0862068965,2125639.0064124498,2.1345171E7,8.0,133,58,0,0,0,0,4120,4660,1.720360581899106,1.945844735837338,0.0,1460.0,330.86788154897505,501.73605992500046,251739.07382906368,0,0,0,191,439,0,0,0,1.1310679611650485,330.86788154897494,623.1893203883495,72.4206008583691,4491,5,12995,0,0,0,0,292,0,38,2640,4601,176,20,9012511.2,1.564257356993093E7,3.6761988E7,564561.0,1.28437642E7,6710637.209535411,2.1344863E7,5519655.0,119742339,NeedManualLabel
74.125.22.189-10.152.152.11-443-58421-6,74.125.22.189,443,10.152.152.11,58421,6,2015-07-09 14:16:44.556409,119835167,194,189,74680.0,39201.0,1460.0,0.0,384.9484536082473,371.6778612755448,1460.0,0.0,207.4126984126984,425.7249874558407,950.3136921401378,3.196056796916718,313704.62565445,936507.1986523895,5225124.0,1.0,1.19835167E8,620907.6010362692,1246936.720242051,5225205.0,11.0,1.19834823E8,637419.2712765957,1260135.2797600257,5225204.0,31.0,121,45,0,0,0,0,3880,3780,1.618890387994369,1.5771664089223492,0.0,1460.0,297.3394255874675,408.52419832162803,166892.02061432885,0,0,0,166,383,0,0,0,0.9742268041237113,297.33942558746736,384.9484536082474,207.4126984126984,3189,5,4635,0,0,0,0,194,0,102,2640,4376,133,20,1.9860691E7,2.3347907689354178E7,4.6451141E7,2713743.0,5110907.666666667,101877.2465879076,5225124.0,5029408.0,119835167,NeedManualLabel
10.152.152.11-173.194.123.54-33567-443-6,10.152.152.11,33567,173.194.123.54,443,6,2015-07-09 14:16:44.822620,90772577,10,10,3199.0,1076.0,1460.0,0.0,319.90000000000003,602.7015937519255,509.0,0.0,107.6,209.77988464102083,47.09572143137459,0.2203308604976589,4777504.05263158,1.4194813560214639E7,4.5058667E7,6.0,9.0772027E7,1.0085780777777778E7,1.9827830921686914E7,4.505911E7,11.0,9.0772185E7,1.0085798333333332E7,1.9827747143691722E7,4.5059067E7,6.0,3,3,0,0,0,0,200,200,0.11016543024882945,0.11016543024882945,0.0,1460.0,213.75,452.5173884417098,204771.98684210525,0,0,0,6,20,0,0,0,1.0,213.75,319.9,107.6,3130,4,4490674,0,0,0,0,159,0,53,22006,5622,4,20,328875.5,464534.50700728357,657351.0,400.0,4.5057138E7,2162.3325368684623,4.5058667E7,4.5055609E7,90772577,NeedManualLabel
10.152.152.11-173.194.123.46-56345-443-6,10.152.152.11,56345,173.194.123.46,443,6,2015-07-09 14:16:52.026592,119796583,69,81,26547.0,3385.0,853.0,0.0,384.7391304347827,351.4459481566167,191.0,0.0,41.79012345679012,71.9010980530518,249.85687613477256,1.2521225250640078,804003.9127516772,4446455.658379706,4.5096668E7,18.0,1.19796142E8,1761707.9705882352,6478090.604102038,4.5097052E7,430.0,1.19796159E8,1497451.9874999998,5999099.10078247,4.5097105E7,311.0,55,24,0,0,0,0,1380,1620,0.5759763615294436,0.6761461635345642,0.0,853.0,199.54666666666665,297.58366003589293,88556.03472035791,0,0,0,79,150,0,0,0,1.173913043478261,199.54666666666665,384.7391304347826,41.79012345679013,0,0,0,0,0,0,0,176,0,22,2640,2640,55,20,2894943.0,4598276.4391973,8197130.0,424.0,2.7021379333333336E7,1.9378954091314122E7,4.5096668E7,6559777.0,119796583,NeedManualLabel
10.152.152.11-64.233.171.188-36590-5228-6,10.152.152.11,36590,64.233.171.188,5228,6,2015-07-09 14:16:57.770653,90113157,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06658295192121612,1.80226314E7,2.4677821128972523E7,4.5056455E7,297.0,9.011286E7,4.505643E7,715.5920625607861,4.5056936E7,4.5055924E7,9.0112438E7,4.5056219E7,753.7758287448596,4.5056752E7,4.5055686E7,0,0,0,0,0,0,60,60,0.03329147596060806,0.03329147596060806,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2640,1181,0,20,600.0,168.2914139223983,719.0,481.0,4.505583E7,883.8834764831844,4.5056455E7,4.5055205E7,90113157,NeedManualLabel
10.152.152.11-173.194.123.37-52139-443-6,10.152.152.11,52139,173.194.123.37,443,6,2015-07-09 14:17:39.626132,91521162,18,18,1811.0,5071.0,965.0,0.0,100.61111111111111,231.4458744727534,1460.0,0.0,281.72222222222223,469.833488095461,75.19572358576478,0.3933516490972874,2614890.342857143,1.0599428192887224E7,4.5095599E7,12.0,9.15205E7,5383558.823529411,1.493017206272151E7,4.5096058E7,37.0,9.1520605E7,5383565.0,1.493013862432488E7,4.5096261E7,42.0,7,6,0,0,0,0,372,372,0.1966758245486437,0.1966758245486437,0.0,1460.0,191.16666666666666,376.3923864418999,141671.2285714285,0,2,0,13,35,0,0,0,1.0,191.16666666666666,100.61111111111111,281.72222222222223,1428,4,657458,3912,5,30362,0,50,0,140,14600,1235,7,20,712098.5,1006410.2324204082,1423738.0,459.0,4.50481515E7,67100.89800069743,4.5095599E7,4.5000704E7,91521162,NeedManualLabel
10.152.152.11-173.194.123.58-46659-443-6,10.152.152.11,46659,173.194.123.58,443,6,2015-07-09 14:17:51.119539,92059237,19,19,1324.0,4657.0,565.0,0.0,69.68421052631578,141.05714075885817,1460.0,0.0,245.1052631578948,392.459041703978,64.96903727325049,0.41277769877671266,2488087.486486486,1.030990303710717E7,4.5051375E7,15.0,9.2058979E7,5114387.722222222,1.4521593526394619E7,4.5051865E7,107.0,9.2058779E7,5114376.611111111,1.4521627466578402E7,4.5051633E7,120.0,7,8,0,0,0,0,392,392,0.20638884938835633,0.20638884938835633,0.0,1460.0,157.39473684210523,304.15683538610637,92511.38051209101,0,2,0,15,37,0,0,0,1.0,157.39473684210526,69.6842105263158,245.10526315789474,804,4,261889,3530,5,16066,0,34,0,122,14600,1118,7,20,1002881.5,1417595.6541075103,2005273.0,490.0,4.5026608E7,35025.82729929445,4.5051375E7,4.5001841E7,92059237,NeedManualLabel
10.152.152.11-10.152.152.10-42450-53-17,10.152.152.11,42450,10.152.152.10,53,17,2015-07-09 14:17:39.331735,294026,1,1,37.0,53.0,37.0,37.0,37.0,0.0,53.0,53.0,53.0,0.0,306.0953793201962,6.802119540448803,294026.0,0.0,294026.0,294026.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3.4010597702244016,3.4010597702244016,37.0,53.0,45.0,11.313708498984761,128.0,0,0,0,0,0,0,0,0,1.0,45.0,37.0,53.0,0,0,0,0,0,0,0,18,0,26,0,0,0,8,0,0,0,0,0,0,0,0,0,NeedManualLabel
